"";"x"
"1";"Arpc2"
"2";"Atp5a1"
"3";"Fkbp1a"
"4";"Ftl1"
"5";"Gabarap"
"6";"Gm10020"
"7";"Gm10709|Rpl29"
"8";"Gm8225|Rps2"
"9";"Gm8730"
"10";"Hnrnpd"
"11";"Hsp90ab1"
"12";"Itm2b"
"13";"Jund"
"14";"Kif1a"
"15";"Ptprs"
"16";"Rbm25"
"17";"Rpl8"
"18";"Rps28"
"19";"Rps3"
"20";"Rps5"
"21";"Sptan1"
"22";"Vcp"
"23";"Atxn10"
"24";"Ywhab"
