"";"x"
"1";"Atxn7l3b"
"2";"Cnih2"
"3";"Cntn2"
"4";"Csnk1e"
"5";"Dab1"
"6";"Dpysl2"
"7";"Eif4a2"
"8";"Mapre1"
"9";"Nav1"
"10";"Pou3f3"
"11";"Ppp2r2b"
"12";"Smarcc2"
"13";"Tubb5"
"14";"Enc1"
"15";"Gsk3b"
"16";"Igfbpl1"
