"";"x"
"1";"Anp32b"
"2";"Ddx39b"
"3";"Dek"
"4";"Eef1b2"
"5";"Eprs"
"6";"Gas5"
"7";"Hdgf"
"8";"Malat1"
"9";"Npm1"
"10";"Nr2f1"
"11";"Pbrm1"
"12";"Pgam1"
"13";"Pkm"
"14";"Pou3f3"
"15";"Rpl41"
"16";"Rps15a"
"17";"Shmt2"
"18";"Srsf2"
