"";"p_val";"avg_logFC";"pct.1";"pct.2";"p_val_adj"
"Tuba1c";0,00274098968995868;-0,739893712622122;0,273;0,378;1
"Socs2";0,00274372515259357;-0,410705941856156;0,212;0,486;1
"Slc35f1";0,00279365196983224;-0,42469938275568;0,242;0,635;1
"Exosc2";0,0027946993068643;-0,758048405560005;0,455;0,703;1
"BC051077";0,00303248247178461;-0,744083171486732;0,818;0,932;1
"Anln";0,00344225402942137;-0,401938721501402;0,121;0,351;1
"Syt11";0,0036272742771109;-0,433198224940093;0,697;0,905;1
"Ect2";0,00364258808831004;-0,432291893129491;0,273;0,486;1
"Tle1";0,00365290455407319;-0,41634836417434;0,273;0,527;1
"C730034F03Rik";0,00371259544874342;-0,832984606723549;0,121;0,216;1
"Mcm3";0,00387733755231585;-0,412178252366765;0,364;0,662;1
"Mcm4";0,00391162881131824;-0,437747117708673;0,303;0,676;1
"Tspan18";0,00395378175038958;-0,384270633116518;0,242;0,459;1
"Syn2";0,00401391721502096;-0,373378004000418;0,061;0,338;1
"Sox2";0,00423973953703508;-0,49340235072831;0,758;0,892;1
"Epha5";0,00496929811540551;-0,46564171239592;0,273;0,554;1
"Erdr1";0,00534162345466248;-0,400707460706707;0,485;0,77;1
"L1cam";0,00568398950107511;-0,369131343365873;0,121;0,338;1
"Kdm5b";0,00662996527417562;-0,378762696732064;0,424;0,581;1
"Pnisr";0,00688289511114215;-0,328959867255794;0,636;0,932;1
"6330403K07Rik";0,00694199724039944;-0,347538840088852;0,394;0,527;1
"Asns";0,00703033451273201;-0,379552481220221;0,455;0,824;1
"Nfic";0,0073522536479068;-0,392502990364067;0,515;0,784;1
"Rpsa";0,00791352885138123;-0,279715079201317;1;1;1
"Calb2";0,00848665135340715;-0,393592633521516;0,03;0,257;1
"Nfasc";0,0085127938390404;-0,300084366408952;0,121;0,351;1
"Cdh4";0,00888059512445335;-0,299623189521864;0,152;0,432;1
"Gnao1";0,0089050137947097;-0,38708294669834;0,364;0,622;1
"Eif2s2";0,0089961407028146;-0,36805619376061;0,848;0,986;1
"Gas2l3";0,00956335871920257;-0,393854950213699;0,091;0,284;1
"Foxm1";0,00961636821055309;-0,328321386433885;0,273;0,5;1
"Syt7";0,0100933613996425;-0,347838310786643;0,152;0,392;1
"Chac1";0,010954339593903;-0,430286576230086;0,152;0,27;1
"Nhlh2";0,0112167576252344;-0,411170863769707;0,03;0,203;1
"Pcdh7";0,0130088349939771;-0,334094087216011;0,152;0,311;1
"Kif11";0,013350533695111;-0,368561528893404;0,394;0,662;1
"Esco2";0,0134428463000626;-0,338788405851984;0,212;0,378;1
"Zeb2";0,0134988604193774;-0,313611725264156;0,273;0,473;1
"Fstl1";0,0136372054400185;-0,33289617124879;0,394;0,541;1
"Dclk1";0,0137219786771215;-0,350465467034295;0,424;0,716;1
"Lhx9";0,0137556739793925;-0,329621154016296;0,03;0,243;1
"Slco2a1";0,0143733906258288;-0,276509680803933;0,303;0,568;1
"Aplp1";0,0148141281582909;-0,332832102089246;0,303;0,514;1
"RP23-311C19.3";0,014905818207992;-0,284274470828954;0,303;0,622;1
"Ptprd";0,0154106096761343;-0,30340345795532;0,424;0,635;1
"Cdt1";0,0161649078018033;-0,394805977133358;0,394;0,568;1
"Jade1";0,0162363621668437;-0,311362221389008;0,394;0,554;1
"Celf4";0,0172303544316817;-0,380691214216737;0,394;0,649;1
"Rab3a";0,0175769543368442;-0,282534395194618;0,152;0,365;1
"Igfbp4";0,0185505393510471;-0,282752417472868;0,182;0,378;1
"Cdon";0,0191406601933342;-0,32034461306139;0,242;0,459;1
"Flrt3";0,0210935212123266;-0,343092942714941;0,273;0,541;1
"Usp29";0,0217061008186708;-0,251090685971008;0,03;0,257;1
"Sptbn1";0,0233032878521129;-0,291137027323751;0,333;0,514;1
"Dlx2";0,0235002772364721;-0,300931874450276;0,03;0,189;1
"Gria2";0,0242410264395014;-0,352544871180588;0,545;0,554;1
"Comt";0,0251263817816883;-0,366656292090201;0,818;0,892;1
"Sema3c";0,0251651663310757;-0,281834638265384;0,091;0,23;1
"Pqlc1";0,0264780704678598;-0,982742054609949;0,121;0,135;1
"Sox5";0,0277830680123103;-0,291156147883784;0,394;0,541;1
"Sox6";0,0279689932637451;-0,329896560517047;0,333;0,649;1
"Mycn";0,0289740230488287;-0,285687332088999;0,545;0,689;1
"Unc5d";0,0299720589039914;-0,261300626428752;0,03;0,189;1
"Stmn2";0,0301487410597349;-0,383294049131594;0,455;0,473;1
"Kif5a";0,0310483369182506;-0,252284121861907;0,061;0,203;1
"Epha3";0,0314264807211063;-0,291143496152584;0,121;0,311;1
"Gap43";0,0330343409247848;-0,320390485565847;0,273;0,405;1
"Ptprz1";0,0339991183146854;-0,379411528933707;0,212;0,446;1
"Npy1r";0,0343462676982407;-0,252493704690444;0,242;0,459;1
"Reln";0,0358224871809349;-0,27243783343486;0,061;0,216;1
"Islr2";0,0361761017436261;-0,261293201212226;0,03;0,162;1
"Ckb";0,0384283802790634;-0,332492591036555;0,758;0,919;1
"Zfhx3";0,0386560116240804;-0,291227116969981;0,152;0,297;1
"Tmsb4x";0,0423667680304462;-0,350073224699528;0,939;1;1
"Dmrta2";0,0440356622152115;-0,302803187427327;0,636;0,878;1
"Fgfr1";0,0442360533181347;-0,28459436340211;0,364;0,514;1
"Cntn2";0,0485243385252763;-0,274416958652632;0,182;0,311;1
"Casc5";0,0486552895475503;-0,38827936633458;0,364;0,554;1
"Dlgap4";0,0488466958258966;-0,256086351136236;0,576;0,622;1
"Peg3";0,0582204859493425;-0,29111946107378;0,242;0,541;1
"Stox2";0,0616441797723607;-0,27469874733779;0,636;0,824;1
"Mfap4";0,0629705856394247;-0,257256522451814;0,152;0,297;1
"Grb10";0,0633441350657797;-0,280427549224325;0,818;0,824;1
"Cdca7";0,0636920081407919;-0,257204894085486;0,485;0,743;1
"A430073D23Rik";0,0641948210242185;-0,297994443535744;0,727;0,905;1
"Tenm4";0,0648757288945076;-0,32497120391983;0,424;0,635;1
"Dcaf17";0,0667510638528438;-0,344868178626204;0,394;0,608;1
"Ttf1";0,0731553022863033;-0,389336564636289;0,485;0,757;1
"Psrc1";0,0741845163381026;-0,279379090769068;0,394;0,554;1
"Pvrl3";0,0771009568633467;-0,273776736448414;0,394;0,554;1
"Ank3";0,103061426766237;-0,30569963827079;0,182;0,351;1
"Polr2l";0,118959664219703;-0,370212009682788;0,424;0,486;1
"Meg3";0,133315283489821;-0,276074708510034;0,485;0,568;1
"Pim1";0,154997315592706;-0,256235489116424;0,455;0,824;1
"Cdc20";0,993867363952584;-0,969321041409942;0;0,514;1
"Fam110a";0,993964720897179;-0,777541820905207;0;0,554;1
"Scg3";0,993989462216495;-0,733074681602304;0;0,541;1
"St18";0,99412226501154;-0,524345354888989;0;0,419;1
"Arhgef39";0,994233262392778;-0,387389232737125;0;0,243;1
