"";"p_val";"avg_logFC";"pct.1";"pct.2";"p_val_adj"
"Chd7";0,020164003760384;-0,347458794406114;0,697;0,86;1
"Eif2s2";0,0207439782283335;-0,290539910568821;0,848;0,942;1
"Rcor2";0,0259455299616363;-0,28399720144384;0,485;0,579;1
"Cdca7";0,0259829942455599;-0,295839664756594;0,485;0,736;1
"2810417H13Rik";0,0269525486409709;-0,483989435830701;0,636;0,727;1
"Olfm1";0,0275740861918245;-0,261711687158282;0,152;0,289;1
"Dcaf10";0,0286456143362348;-0,341259998436921;0,394;0,545;1
"Meg3";0,0287020622849923;-0,56314635722047;0,485;0,455;1
"Hells";0,0287200257397579;-0,30335354317675;0,303;0,62;1
"Igfbp5";0,0293437087105047;-0,479407526754043;0,455;0,471;1
"Bcl11a";0,0293452402604904;-0,283934206127563;0,636;0,793;1
"Fn1";0,0317407348511663;-0,275690079667126;0,394;0,57;1
"Dlk1";0,0368822226543614;-0,501485501601333;0,182;0,19;1
"Cebpg";0,0377586474047803;-0,263718202927241;0,545;0,711;1
"Mcm4";0,0415288168027279;-0,267158489968679;0,303;0,636;1
"Nmrk1";0,04179186920765;-0,44595957315193;0,212;0,38;1
"Ptprd";0,0423583572490661;-0,256995397345123;0,424;0,579;1
"Lhx2";0,0432206629604974;-0,297670089980948;0,758;0,934;1
"Ptgds";0,0460707813107132;-0,519206425452748;0,061;0,124;1
"Atad2";0,0462865818800216;-0,253311029490949;0,242;0,479;1
"Fabp5";0,0540954937740813;-0,269317704979653;0,576;0,802;1
"Dtl";0,0565544012033884;-0,275010017176668;0,364;0,504;1
"Gli3";0,056665433479002;-0,252879150705221;0,515;0,752;1
"Casc5";0,0697653153429569;-0,290446507892834;0,364;0,595;1
"Atf5";0,0931217979310868;-0,272719936537623;0,485;0,752;1
"Rtn1";0,1051935218405;-0,269510911780652;0,394;0,562;1
"Kif11";0,109676950913864;-0,260796237508598;0,394;0,488;1
"Tagln2";0,129981819480748;-0,25264647646847;0,273;0,562;1
"Dcn";0,167645254978271;-0,404177519811172;0,152;0,083;1
"A830008E24Rik";0,27903081340374;-0,5825441576789;0,242;0,256;1
"Col1a2";0,325426600605235;-0,2840954563992;0,212;0,099;1
"Col1a1";0,386400378710291;-0,28673264781245;0,152;0,05;1
"Cdc20";0,993919132003086;-0,864044147208161;0;0,438;1
"Dct";0,993945139455223;-0,813974799353009;0;0,43;1
"Arhgef39";0,994209627794107;-0,413835774818472;0;0,215;1
